volume,clinic,tag_year,action,action_date,action_year,action_month,address,city,zip
100.0,Pets R Our World,2015,Delivered,2015-01-08 00:00:00,2015.0,1.0,PO Box 9055,Metairie,70055.0
44.0,Lakeview Veterinary Hospital,2015,Delivered,2015-12-20 00:00:00,2015.0,12.0,6245 Memphis Ave,New Orleans,70124.0
-44.0,Villalobos,2015,Returned,2016-01-05 00:00:00,2016.0,1.0,,,
90.0,Villalobos,2015,Delivered,2015-11-04 00:00:00,2015.0,11.0,,,
10.0,Vet-a-GoGo,2015,Delivered,2015-09-24 00:00:00,2015.0,9.0,3517 Chartres St,New Orleans,70117.0
100.0,Uptown Veterinary Hospital,2015,Delivered,2014-12-27 00:00:00,2014.0,12.0,731 Nashville Ave,New Orleans,70115.0
200.0,VCA Airline Animal Hospital,2015,Delivered,2014-12-29 00:00:00,2014.0,12.0,5105 Airline Drive,Metairie,70001.0
-80.0,VCA Airline Animal Hospital,2015,Returned,2015-12-28 00:00:00,2015.0,12.0,5105 Airline Drive,Metairie,70001.0
500.0,The French Quarter Vet,2015,Delivered,2015-01-06 00:00:00,2015.0,1.0,3041 N Rampart St,New Orleans,70116.0
200.0,VCA Causeway Animal Hospital,2015,Delivered,2014-12-27 00:00:00,2014.0,12.0,1315 N. Causeway Blvd,Metairie,70001.0
100.0,Allstar Animal Clinic,2015,Delivered,2015-08-17 00:00:00,2015.0,8.0,4701 S Carrollton Ave,New Orleans,70119.0
200.0,Vet Relief Foundation,2015,Delivered,2015-09-10 00:00:00,2015.0,9.0,2611 Florida St ,,
500.0,Vetco @ Petco Mobile Clinic,2015,Delivered,2014-12-27 00:00:00,2014.0,12.0,17485 Opportunity Ave,Baton Rouge,70817.0
100.0,Banfield 1034 (West Bank),2015,Delivered,1941-09-01 00:00:00,1941.0,9.0,1321 Manhattan Blvd,Harvey,70058.0
200.0,Annual Rabies Vaccination Drive,2015,Delivered,2015-03-25 00:00:00,2015.0,3.0,,,
-10.0,Annual Rabies Vaccination Drive,2015,Returned,2015-03-30 00:00:00,2015.0,3.0,,,
10.0,Gretna Animal Hospital,2015,Delivered,2015-12-08 00:00:00,2015.0,12.0,714 Kepler St,Gretna,70053.0
-100.0,Annual Rabies Vaccination Drive,2015,Returned,2015-10-07 00:00:00,2015.0,10.0,,,
100.0,Lake Animal Hospital,2015,Delivered,2015-10-07 00:00:00,2015.0,10.0,604 Veterans Memorial Blvd,Metairie,70005.0
100.0,Desoto Park Veterinary Clinic,2015,Delivered,2015-05-07 00:00:00,2015.0,5.0,2659 Desoto St,New Orleans,70119.0
-20.0,Desoto Park Veterinary Clinic,2015,Returned,2015-12-28 00:00:00,2015.0,12.0,2659 Desoto St,New Orleans,70119.0
200.0,Annual Rabies Vaccination Drive,2015,Delivered,2015-03-26 00:00:00,2015.0,3.0,,,
-100.0,Annual Rabies Vaccination Drive,2015,Returned,2015-04-20 00:00:00,2015.0,4.0,,,
-19.0,Annual Rabies Vaccination Drive,2015,Returned,2016-01-05 00:00:00,2016.0,1.0,,,
-100.0,Annual Rabies Vaccination Drive,2015,Returned,2015-04-20 00:00:00,2015.0,4.0,,,
100.0,River Ridge Veterinary Clinic,2015,Delivered,2015-05-06 00:00:00,2015.0,5.0,9019 Jefferson Hwy,River Ridge,70123.0
500.0,Louisiana SPCA,2015,Delivered,2014-12-24 00:00:00,2014.0,12.0,,,
500.0,Louisiana SPCA,2015,Delivered,2014-12-24 00:00:00,2014.0,12.0,,,
500.0,Louisiana SPCA,2015,Delivered,2015-01-02 00:00:00,2015.0,1.0,,,
-18.0,Louisiana SPCA,2015,Returned,2016-01-05 00:00:00,2016.0,1.0,,,
-12.0,Louisiana SPCA,2015,Returned,2016-01-05 00:00:00,2016.0,1.0,,,
-25.0,Louisiana SPCA,2015,Returned,2016-01-05 00:00:00,2016.0,1.0,,,
-25.0,Louisiana SPCA,2015,Returned,2016-01-05 00:00:00,2016.0,1.0,,,
-25.0,Louisiana SPCA,2015,Returned,2016-01-05 00:00:00,2016.0,1.0,,,
500.0,Louisiana SPCA,2015,Delivered,2015-02-06 00:00:00,2015.0,2.0,,,
500.0,Prytania Veterinary Hospital,2015,Delivered,2015-02-28 00:00:00,2015.0,2.0,201 Nashville Ave.,New Orleans,70115.0
300.0,Annual Rabies Vaccination Drive,2015,Delivered,2015-03-28 00:00:00,2015.0,3.0,,,
35.0,Banfield 1034 (West Bank),2015,Delivered,2015-12-07 00:00:00,2015.0,12.0,1321 Manhattan Blvd,Harvey,70058.0
-143.0,Annual Rabies Vaccination Drive,2015,Returned,2015-08-11 00:00:00,2015.0,8.0,,,
75.0,The SULA Foundation,2015,Delivered,2014-11-17 00:00:00,2014.0,11.0,,,
25.0,Natural Pet Care,2015,Delivered,2015-11-11 00:00:00,2015.0,11.0,3825 Hessmer Ave,Metairie,70002.0
-20.0,Natural Pet Care,2015,Returned,2016-01-05 00:00:00,2016.0,1.0,3825 Hessmer Ave,Metairie,70002.0
300.0,Annual Rabies Vaccination Drive,2015,Delivered,2015-03-24 00:00:00,2015.0,3.0,,,
76.0,Allstar Animal Clinic,2015,Delivered,2015-10-21 00:00:00,2015.0,10.0,4701 S Carrollton Ave,New Orleans,70119.0
50.0,Chalmette Pet Wellness Clinic & Hospital,2015,Delivered,2015-09-17 00:00:00,2015.0,9.0,705 E. Judge Perez Drive,Chalmette,70043.0
200.0,Annual Rabies Vaccination Drive,2015,Delivered,2015-03-24 00:00:00,2015.0,3.0,,,
-69.0,Annual Rabies Vaccination Drive,2015,Returned,2015-04-20 00:00:00,2015.0,4.0,,,
-16.0,Chalmette Pet Wellness Clinic & Hospital,2015,Returned,2016-01-28 00:00:00,2016.0,1.0,705 E. Judge Perez Drive,Chalmette,70043.0
-53.0,Annual Rabies Vaccination Drive,2015,Returned,2015-04-20 00:00:00,2015.0,4.0,,,
50.0,Hickory Knoll Veterinary Hospital,2015,Delivered,2015-09-15 00:00:00,2015.0,9.0,1625 Hickory Ave,Harahan,70123.0
300.0,Annual Rabies Vaccination Drive,2015,Delivered,2015-03-25 00:00:00,2015.0,3.0,,,
-25.0,Annual Rabies Vaccination Drive,2015,Returned,2015-04-20 00:00:00,2015.0,4.0,,,
-100.0,Annual Rabies Vaccination Drive,2015,Returned,2015-04-20 00:00:00,2015.0,4.0,,,
50.0,Prytania Veterinary Hospital,2015,Delivered,2015-12-02 00:00:00,2015.0,12.0,201 Nashville Ave.,New Orleans,70115.0
50.0,"Dog Day Afternoon, LLC",2015,Delivered,2015-11-30 00:00:00,2015.0,11.0,831 Bordeaux St,New Orleans,70115.0
-24.0,"Dog Day Afternoon, LLC",2015,Returned,2016-01-05 00:00:00,2016.0,1.0,831 Bordeaux St,New Orleans,70115.0
300.0,Annual Rabies Vaccination Drive,2015,Delivered,2015-03-24 00:00:00,2015.0,3.0,,,
-5.0,Annual Rabies Vaccination Drive,2015,Returned,2015-04-20 00:00:00,2015.0,4.0,,,
100.0,Banfield 1175 (Veterans),2015,Delivered,2015-05-07 00:00:00,2015.0,5.0,6851 Veterans Memorial Blvd,Metairie,70003.0
-100.0,Annual Rabies Vaccination Drive,2015,Returned,2015-04-21 00:00:00,2015.0,4.0,,,
200.0,Annual Rabies Vaccination Drive,2015,Delivered,2015-03-28 00:00:00,2015.0,3.0,,,
-23.0,Annual Rabies Vaccination Drive,2015,Returned,2015-04-20 00:00:00,2015.0,4.0,,,
-100.0,Annual Rabies Vaccination Drive,2015,Returned,2015-04-20 00:00:00,2015.0,4.0,,,
100.0,The SULA Foundation,2015,Delivered,2015-05-08 00:00:00,2015.0,5.0,,,
400.0,Annual Rabies Vaccination Drive,2015,Delivered,2015-03-26 00:00:00,2015.0,3.0,,,
-45.0,Annual Rabies Vaccination Drive,2015,Returned,2015-04-20 00:00:00,2015.0,4.0,,,
100.0,Banfield 1175 (Veterans),2015,Delivered,2015-05-07 00:00:00,2015.0,5.0,6851 Veterans Memorial Blvd,Metairie,70003.0
-100.0,Annual Rabies Vaccination Drive,2015,Returned,2015-04-20 00:00:00,2015.0,4.0,,,
100.0,Marrero Veterinary Clinic,2015,Delivered,2015-04-24 00:00:00,2015.0,4.0,4001 Lapalco Blvd,Harvey,70058.0
200.0,Lake Animal Hospital,2015,Delivered,2015-05-13 00:00:00,2015.0,5.0,604 Veterans Memorial Blvd,Metairie,70005.0
200.0,Southshore Animal Hospital,2015,Delivered,2015-05-16 00:00:00,2015.0,5.0,213 Live Oak St,Metairie,70005.0
500.0,Maple Small Animal Clinic,2015,Delivered,2015-03-12 00:00:00,2015.0,3.0,7608 Maple St,New Orleans,70118.0
-64.0,Marrero Veterinary Clinic,2015,Returned,2016-03-04 00:00:00,2016.0,3.0,4001 Lapalco Blvd,Harvey,70058.0
500.0,Midcity Veterinary Hospital,2015,Delivered,2015-03-12 00:00:00,2015.0,3.0,3821 Orleans Ave,New Orleans,70119.0
500.0,Carrollton Veterinary Hospital,2015,Delivered,2015-03-12 00:00:00,2015.0,3.0,3501 S. Carrollton Ave,New Orleans,70118.0
500.0,Lakeview Veterinary Hospital,2015,Delivered,2015-03-17 00:00:00,2015.0,3.0,6245 Memphis Ave,New Orleans,70124.0
500.0,Magazine Street Animal Clinic,2015,Delivered,2015-03-18 00:00:00,2015.0,3.0,3458 Magazine St,New Orleans,70115.0
200.0,Banfield 1034 (West Bank),2015,Delivered,2015-03-17 00:00:00,2015.0,3.0,1321 Manhattan Blvd,Harvey,70058.0
300.0,Ark Animal Hospital,2015,Delivered,2015-03-19 00:00:00,2015.0,3.0,4025 Jefferson Hwy,Jefferson,70121.0
200.0,VCA Causeway Animal Hospital,2015,Delivered,2015-03-24 00:00:00,2015.0,3.0,1315 N. Causeway Blvd,Metairie,70001.0
100.0,Allstar Animal Clinic,2015,Delivered,2015-04-01 00:00:00,2015.0,4.0,4701 S Carrollton Ave,New Orleans,70119.0
200.0,Canal Street Veterinary Hospital,2015,Delivered,2015-04-02 00:00:00,2015.0,4.0,4022 Canal St,New Orleans,70119.0
500.0,Louisiana SPCA,2015,Delivered,2015-03-24 00:00:00,2015.0,3.0,,,
500.0,Crescent City Veterinary Hospital,2015,Delivered,2015-04-01 00:00:00,2015.0,4.0,524 Jefferson Ave,New Orleans,70115.0
100.0,Uptown Veterinary Hospital,2015,Delivered,2015-04-03 00:00:00,2015.0,4.0,731 Nashville Ave,New Orleans,70115.0
200.0,Banfield 1023 (Elmwood),2015,Delivered,2015-04-08 00:00:00,2015.0,4.0,1000 S Clearview Prkwy Ste 1050,Harahan,70123.0
100.0,Laplace Veterinary Hospital,2015,Delivered,2015-04-17 00:00:00,2015.0,4.0,2921 New Highway 51 ,La Place,70068.0
100.0,Desoto Park Veterinary Clinic,2015,Delivered,2015-05-07 00:00:00,2015.0,5.0,2659 Desoto St,New Orleans,70119.0
500.0,NOLA Animal Clinic,2015,Delivered,2015-04-03 00:00:00,2015.0,4.0,4554 Downman Rd,New Orleans,70126.0
1000.0,Southern Animal Foundation,2015,Delivered,2015-04-08 00:00:00,2015.0,4.0,1823 Magazine Street,New Orleans,70130.0
500.0,Louisiana SPCA,2015,Delivered,2015-04-10 00:00:00,2015.0,4.0,,,
500.0,Pet Care Center,2015,Delivered,2015-04-13 00:00:00,2015.0,4.0,2212 David Drive,Metairie,70003.0
500.0,Algiers Animal Clinic,2015,Delivered,2015-04-29 00:00:00,2015.0,4.0,3807 General DeGaulle,Algiers,70114.0
1000.0,Metairie Small Animal Hospital,2015,Delivered,2015-05-04 00:00:00,2015.0,5.0,101 Metairie Rd,Metairie,70005.0
500.0,Prytania Veterinary Hospital,2015,Delivered,2015-05-11 00:00:00,2015.0,5.0,201 Nashville Ave.,New Orleans,70115.0
500.0,Louisiana SPCA,2015,Delivered,2015-05-19 00:00:00,2015.0,5.0,,,
500.0,Maple Small Animal Clinic,2015,Delivered,2015-05-29 00:00:00,2015.0,5.0,7608 Maple St,New Orleans,70118.0
500.0,Magazine Street Animal Clinic,2015,Delivered,2015-05-29 00:00:00,2015.0,5.0,3458 Magazine St,New Orleans,70115.0
500.0,Crescent City Veterinary Hospital,2015,Delivered,2015-05-29 00:00:00,2015.0,5.0,524 Jefferson Ave,New Orleans,70115.0
500.0,Lakeview Veterinary Hospital,2015,Delivered,2015-06-05 00:00:00,2015.0,6.0,6245 Memphis Ave,New Orleans,70124.0
500.0,NOLA Animal Clinic,2015,Delivered,2015-06-05 00:00:00,2015.0,6.0,4554 Downman Rd,New Orleans,70126.0
200.0,Canal Street Veterinary Hospital,2015,Delivered,2015-06-05 00:00:00,2015.0,6.0,4022 Canal St,New Orleans,70119.0
100.0,Allstar Animal Clinic,2015,Delivered,2015-06-12 00:00:00,2015.0,6.0,4701 S Carrollton Ave,New Orleans,70119.0
200.0,Gretna Animal Hospital,2015,Delivered,2015-06-25 00:00:00,2015.0,6.0,714 Kepler St,Gretna,70053.0
500.0,Midcity Veterinary Hospital,2015,Delivered,2015-06-20 00:00:00,2015.0,6.0,3821 Orleans Ave,New Orleans,70119.0
500.0,Prytania Veterinary Hospital,2015,Delivered,2015-06-30 00:00:00,2015.0,6.0,201 Nashville Ave.,New Orleans,70115.0
200.0,Uptown Veterinary Hospital,2015,Delivered,2015-06-30 00:00:00,2015.0,6.0,731 Nashville Ave,New Orleans,70115.0
200.0,Banfield 1023 (Elmwood),2015,Delivered,2015-07-16 00:00:00,2015.0,7.0,1000 S Clearview Prkwy Ste 1050,Harahan,70123.0
100.0,The Cat Hospital of Metairie,2015,Delivered,2015-07-30 00:00:00,2015.0,7.0,1500 Veterans Memorial Blvd.,Metairie,70005.0
500.0,Elysian Fields Animal Clinic,2015,Delivered,2015-07-09 00:00:00,2015.0,7.0,4237 Elysian Fields Ave,New Orleans,70122.0
1000.0,Southern Animal Foundation,2015,Delivered,2015-07-15 00:00:00,2015.0,7.0,1823 Magazine Street,New Orleans,70130.0
500.0,The Cat Practice,2015,Delivered,2015-07-15 00:00:00,2015.0,7.0,1809 Magazine St,New Orleans,70130.0
-26.0,The Cat Practice,2015,Returned,2016-01-05 00:00:00,2016.0,1.0,1809 Magazine St,New Orleans,70130.0
-8.0,The Cat Practice,2015,Returned,2015-01-04 00:00:00,2015.0,1.0,1809 Magazine St,New Orleans,70130.0
-10.0,The Cat Practice,2015,Returned,2016-01-06 00:00:00,2016.0,1.0,1809 Magazine St,New Orleans,70130.0
-11.0,The Cat Practice,2015,Returned,2016-01-05 00:00:00,2016.0,1.0,1809 Magazine St,New Orleans,70130.0
-28.0,The Cat Practice,2015,Returned,2016-01-05 00:00:00,2016.0,1.0,1809 Magazine St,New Orleans,70130.0
200.0,Animal Medical & Surgical Hospital,2015,Delivered,2015-07-20 00:00:00,2015.0,7.0,3001 North Causeway Blvd,Metairie,70002.0
-100.0,Animal Medical & Surgical Hospital,2015,Returned,2016-01-05 00:00:00,2016.0,1.0,3001 North Causeway Blvd,Metairie,70002.0
-100.0,Animal Medical & Surgical Hospital,2015,Returned,2016-01-05 00:00:00,2016.0,1.0,3001 North Causeway Blvd,Metairie,70002.0
200.0,VCA Causeway Animal Hospital,2015,Delivered,2015-07-22 00:00:00,2015.0,7.0,1315 N. Causeway Blvd,Metairie,70001.0
-96.0,VCA Causeway Animal Hospital,2015,Returned,2015-01-05 00:00:00,2015.0,1.0,1315 N. Causeway Blvd,Metairie,70001.0
100.0,Lakeview Veterinary Hospital,2015,Delivered,2015-08-11 00:00:00,2015.0,8.0,6245 Memphis Ave,New Orleans,70124.0
500.0,Louisiana SPCA,2015,Delivered,2015-07-23 00:00:00,2015.0,7.0,,,
400.0,Vetco @ Petco Mobile Clinic,2015,Delivered,2015-07-31 00:00:00,2015.0,7.0,17485 Opportunity Ave,Baton Rouge,70817.0
-11.0,Vetco @ Petco Mobile Clinic,2015,Returned,2015-01-11 00:00:00,2015.0,1.0,17485 Opportunity Ave,Baton Rouge,70817.0
-100.0,Vetco @ Petco Mobile Clinic,2015,Returned,2015-01-11 00:00:00,2015.0,1.0,17485 Opportunity Ave,Baton Rouge,70817.0
200.0,Canal Street Veterinary Hospital,2015,Delivered,2015-07-29 00:00:00,2015.0,7.0,4022 Canal St,New Orleans,70119.0
400.0,Maple Small Animal Clinic,2015,Delivered,2015-07-30 00:00:00,2015.0,7.0,7608 Maple St,New Orleans,70118.0
500.0,Louisiana SPCA,2015,Delivered,2015-08-03 00:00:00,2015.0,8.0,,,
500.0,Magazine Street Animal Clinic,2015,Delivered,2015-08-06 00:00:00,2015.0,8.0,3458 Magazine St,New Orleans,70115.0
500.0,Algiers Animal Clinic,2015,Delivered,2015-08-07 00:00:00,2015.0,8.0,3807 General DeGaulle,Algiers,70114.0
200.0,Crescent City Veterinary Hospital,2015,Delivered,2015-08-10 00:00:00,2015.0,8.0,524 Jefferson Ave,New Orleans,70115.0
100.0,Lakeview Veterinary Hospital,2015,Delivered,2015-08-11 00:00:00,2015.0,8.0,6245 Memphis Ave,New Orleans,70124.0
100.0,Pet Care Center,2015,Delivered,2015-08-10 00:00:00,2015.0,8.0,2212 David Drive,Metairie,70003.0
100.0,Dr. Mike's Animal House,2015,Delivered,2015-08-31 00:00:00,2015.0,8.0,1120 N. Rampart Street,New Orleans,
-100.0,Dr. Mike's Animal House,2015,Returned,2016-01-05 00:00:00,2016.0,1.0,1120 N. Rampart Street,New Orleans,
300.0,Pet Care Center,2015,Delivered,2015-08-17 00:00:00,2015.0,8.0,2212 David Drive,Metairie,70003.0
200.0,NOLA Animal Clinic,2015,Delivered,2015-08-21 00:00:00,2015.0,8.0,4554 Downman Rd,New Orleans,70126.0
100.0,Midcity Veterinary Hospital,2015,Delivered,2015-09-17 00:00:00,2015.0,9.0,3821 Orleans Ave,New Orleans,70119.0
100.0,Carrollton Veterinary Hospital,2015,Delivered,2015-09-21 00:00:00,2015.0,9.0,3501 S. Carrollton Ave,New Orleans,70118.0
300.0,Lakeview Veterinary Hospital,2015,Delivered,2015-10-02 00:00:00,2015.0,10.0,6245 Memphis Ave,New Orleans,70124.0
500.0,Prytania Veterinary Hospital,2015,Delivered,2015-09-25 00:00:00,2015.0,9.0,201 Nashville Ave.,New Orleans,70115.0
500.0,Maple Small Animal Clinic,2015,Delivered,2015-09-29 00:00:00,2015.0,9.0,7608 Maple St,New Orleans,70118.0
-100.0,Maple Small Animal Clinic,2015,Returned,2016-01-05 00:00:00,2016.0,1.0,7608 Maple St,New Orleans,70118.0
500.0,Crescent City Veterinary Hospital,2015,Delivered,2015-09-30 00:00:00,2015.0,9.0,524 Jefferson Ave,New Orleans,70115.0
500.0,Metairie Small Animal Hospital,2015,Delivered,2015-09-30 00:00:00,2015.0,9.0,101 Metairie Rd,Metairie,70005.0
-35.0,Metairie Small Animal Hospital,2015,Returned,2015-01-13 00:00:00,2015.0,1.0,101 Metairie Rd,Metairie,70005.0
-76.0,Metairie Small Animal Hospital,2015,Returned,2015-01-13 00:00:00,2015.0,1.0,101 Metairie Rd,Metairie,70005.0
-100.0,Metairie Small Animal Hospital,2015,Returned,2015-01-13 00:00:00,2015.0,1.0,101 Metairie Rd,Metairie,70005.0
500.0,Louisiana SPCA,2015,Delivered,1900-04-14 00:00:00,1900.0,4.0,,,
200.0,Canal Street Veterinary Hospital,2015,Delivered,2015-10-09 00:00:00,2015.0,10.0,4022 Canal St,New Orleans,70119.0
200.0,Midcity Veterinary Hospital,2015,Delivered,2015-10-16 00:00:00,2015.0,10.0,3821 Orleans Ave,New Orleans,70119.0
100.0,NOLA Animal Clinic,2015,Delivered,2015-10-21 00:00:00,2015.0,10.0,4554 Downman Rd,New Orleans,70126.0
200.0,Louisiana SPCA,2015,Delivered,2015-10-15 00:00:00,2015.0,10.0,,,
